algorithm,parameters,requested_k,n_records,n_clusters,silhouette,davies_bouldin,calinski_harabasz,ari,nmi,ami,fowlkes_mallows,homogeneity,completeness,v_measure,purity,base_id,dimension,seed,covariance
KMeans,"base_id=79,k=3,dimension=15,seed=46.0,covariance=None",3,2500,3,0.05764960021886251,3.078495362308797,128.60201620539996,0.003140425880151233,0.012493006269865575,0.011805499643352585,0.7115282048141943,0.3064708836991289,0.006376468600566855,0.012493006269865575,0.9984,79,15,46.0,
KMeans,"base_id=80,k=4,dimension=15,seed=42.0,covariance=None",4,2500,4,0.029791455410568424,3.023136028381682,113.61673493247912,0.0015947504603484276,0.008846343170755399,0.007952378847066862,0.578204565856507,0.34258660365382065,0.004481026589847056,0.008846343170755399,0.9984,80,15,42.0,
KMeans,"base_id=81,k=4,dimension=15,seed=43.0,covariance=None",4,2500,4,0.059331318929378034,2.9496672524071683,120.29924711926259,0.003213995861352756,0.014528939847849755,0.013562554341215375,0.6623583475994704,0.4690333736021915,0.007378753330311155,0.014528939847849755,0.998,81,15,43.0,
KMeans,"base_id=82,k=4,dimension=15,seed=44.0,covariance=None",4,2500,4,0.07393013920565342,2.781124990710259,127.04670913492829,0.002119067924580473,0.009751782255884767,0.008795013355200453,0.6619356526714036,0.31294877946841426,0.004953062197488993,0.00975178225588477,0.9984,82,15,44.0,
KMeans,"base_id=83,k=4,dimension=15,seed=45.0,covariance=None",4,2500,4,0.057561501902631276,2.715812749580853,127.4630507898463,0.0017213162446543238,0.011143362727516542,0.01018584638088962,0.6629375882318155,0.35694767157231266,0.0056600301243005776,0.011143362727516546,0.9984,83,15,45.0,
KMeans,"base_id=84,k=4,dimension=15,seed=46.0,covariance=None",4,2500,4,0.0728731795715712,2.7827646479610073,127.04933514855028,0.0021080624473223688,0.00974024132415299,0.008785643671460924,0.6607069965375465,0.3131791478053706,0.004947050213841325,0.009740241324152988,0.9984,84,15,46.0,
KMeans,"base_id=85,k=5,dimension=15,seed=42.0,covariance=None",5,2500,5,0.042626755117575896,2.785965067077487,116.71614555309922,0.0011317438480772635,0.007710684896939917,0.006628622494867656,0.5470329662263382,0.34491871873276736,0.0038989228104452196,0.007710684896939917,0.9984,85,15,42.0,
KMeans,"base_id=86,k=5,dimension=15,seed=43.0,covariance=None",5,2500,5,0.05488822763058501,2.7089551486720125,118.71149886784,0.000850242754075764,0.008830261795365746,0.007711436761257778,0.5863782068752758,0.36947291863451603,0.004468528966422955,0.008830261795365744,0.9984,86,15,43.0,
KMeans,"base_id=87,k=5,dimension=15,seed=44.0,covariance=None",5,2500,5,0.06061641336995789,2.4665513798461616,133.5533932225368,0.0017052930125843989,0.010975198477331579,0.009986896924561747,0.6605953340428411,0.35763819470660535,0.005573113066533069,0.01097519847733158,0.9984,87,15,44.0,
KMeans,"base_id=88,k=5,dimension=15,seed=45.0,covariance=None",5,2500,5,0.05488822763058501,2.7092051719074695,118.71243645802157,0.0008518565270111968,0.008831090125424858,0.007712388033372057,0.5862959771827719,0.3695456250943152,0.004468942575727945,0.008831090125424858,0.9984,88,15,45.0,
KMeans,"base_id=89,k=5,dimension=15,seed=46.0,covariance=None",5,2500,5,0.05284689961975077,2.7142324238746935,118.62186763489811,0.0008841856246544296,0.008843455056541197,0.007727572958142813,0.5841052627398821,0.3712356587405822,0.004475028869006617,0.008843455056541197,0.9984,89,15,46.0,
KMeans,"base_id=90,k=6,dimension=15,seed=42.0,covariance=None",6,2500,6,0.0537274190438999,2.6979000651226226,110.59512823407515,0.0007489174793110235,0.006825941734580711,0.005603205265324462,0.4919204170088105,0.3596834115175977,0.0034456661706663825,0.006825941734580711,0.9984,90,15,42.0,
KMeans,"base_id=91,k=6,dimension=15,seed=43.0,covariance=None",6,2500,6,0.07265919868087699,2.6134649481037004,117.09671237280098,0.0010393715947048172,0.007476927805215312,0.006305465127612163,0.5751253914078688,0.32744118068300515,0.0037816396673652376,0.007476927805215312,0.9984,91,15,43.0,
